Country,Year,male_death_rate,female_death_rate
Switzerland,1991,49.75,8.1
Switzerland,1992,49.15,9.71
Switzerland,1993,47.75,10.66
Switzerland,1994,45.39,10.72
Switzerland,1995,40.94,10.16
Switzerland,1996,40.78,9.46
Switzerland,1997,40.47,9.75
Switzerland,1998,40.46,10.75
Switzerland,1999,37.48,11.55
Switzerland,2000,39.43,12.16
Switzerland,2001,38.78,11.5
Switzerland,2002,35.29,11.85
Switzerland,2003,35.78,12.43
Switzerland,2004,34.41,12.8
Switzerland,2005,35.71,12.63
Switzerland,2006,32.77,14.03
Switzerland,2007,33.35,14
Switzerland,2008,33.41,13.34
Switzerland,2009,30.02,14.05
Switzerland,2010,31.26,14.33
Switzerland,2011,30.17,14.84
Switzerland,2012,28.15,14.52
Switzerland,2013,27.61,14.71
Switzerland,2014,27.47,14.21
Switzerland,2015,27.46,13.86
Switzerland,2016,25.18,14.87
Switzerland,2017,25.48,14.46
Switzerland,2018,24.72,14.31
Syria,1998,7.19,2.29
Syria,1999,9.24,2.31
Syria,2000,8.28,4.9
Syria,2001,6.53,2.31
Syria,2002,8.39,2.16
Syria,2003,9.01,3.17
Syria,2004,8.19,2.74
Syria,2005,8.05,2.59
Syria,2006,7.77,2.68
Syria,2007,9.08,2.28
Syria,2008,11.64,3.26
Syria,2009,9.84,3.26
Syria,2010,10.43,3.25
Tajikistan,1981,18.33,4.78
Tajikistan,1982,18.11,5.23
Tajikistan,1985,19.42,6.77
Tajikistan,1986,21.14,7.17
Tajikistan,1987,22.7,6.6
Tajikistan,1988,22.77,8.82
Tajikistan,1989,23.1,7.48
Tajikistan,1990,16.31,4.85
Tajikistan,1991,16.91,4.98
Tajikistan,1992,16.82,4.39
Tajikistan,1993,12.43,2.89
Tajikistan,1994,9.92,2.64
Tajikistan,1995,7.32,2.33
Tajikistan,1996,7.49,1.73
Tajikistan,1997,7.54,2.63
Tajikistan,1998,8.11,3.12
Tajikistan,1999,7.77,2.67
Tajikistan,2000,5.22,2.36
Tajikistan,2001,5.13,2.58
Tajikistan,2002,6.6,2.86
Tajikistan,2003,7.8,3.45
Tajikistan,2004,7.9,3.34
Tajikistan,2005,6.78,3.49
Tajikistan,2016,6.19,3.37
Tajikistan,2017,5.51,2.89
Thailand,1969,2.48,1.13
Thailand,1970,2.83,0.96
Thailand,1971,2.9,1.12
Thailand,1972,2.57,1.04
Thailand,1973,3.97,1.45
Thailand,1974,4.24,1.84
Thailand,1975,5.06,2.21
Thailand,1976,3.5,1.55
Thailand,1977,4.23,1.71
Thailand,1978,4.69,1.52
Thailand,1979,5.65,1.98
Thailand,1980,6.6,2.17
Thailand,1981,6.2,1.94
Thailand,1982,7.04,2.25
Thailand,1983,6.52,2.14
Thailand,1984,5.5,2.09
Thailand,1985,5.01,1.75
Thailand,1986,4.88,2.01
Thailand,1987,5.87,2.08
Thailand,1990,6.89,2.41
Thailand,1991,7.43,2.55
Thailand,1992,7.28,2.53
Thailand,1994,9.34,3.19
Thailand,1995,9.03,3.21
Thailand,1996,8.93,3.01
Thailand,1997,8.52,3.1
Thailand,1998,9.66,3.57
Thailand,1999,11.37,4.43
Thailand,2000,14.21,5.69
Thailand,2002,18.03,7.03
Thailand,2003,18.82,7.31
Thailand,2004,17.89,7.21
Thailand,2005,18.41,7.11
Thailand,2006,17.35,7.26
Thailand,2007,20.4,7.95
Thailand,2008,20.47,8.02
Thailand,2009,21.1,7.96
Thailand,2010,20.67,8.57
Thailand,2011,21.94,9.01
Thailand,2012,22.21,9.07
Thailand,2013,23.29,9.55
Thailand,2014,22.81,9.72
Thailand,2015,23.53,10.23
Thailand,2016,23.12,10.2
Thailand,2017,23.14,9.9
Thailand,2018,22.1,10.42
Thailand,2019,22.45,10.26
Trinidad and Tobago,1951,2.17,2.8
Trinidad and Tobago,1952,3.64,2.45
Trinidad and Tobago,1953,2.55,1.07
Trinidad and Tobago,1954,4.92,3.35
Trinidad and Tobago,1955,5.95,1.79
Trinidad and Tobago,1956,6.33,2.02
Trinidad and Tobago,1957,6.49,2.02
Trinidad and Tobago,1958,8.84,2.26
Trinidad and Tobago,1960,10,4.4
Trinidad and Tobago,1961,6.59,2.63
Trinidad and Tobago,1962,14.65,4.34
Trinidad and Tobago,1963,10.25,4.68
Trinidad and Tobago,1966,13.28,5.13
Trinidad and Tobago,1967,12.61,3.72
Trinidad and Tobago,1968,6.95,4.43
Trinidad and Tobago,1970,14.75,4.29
Trinidad and Tobago,1971,17.48,3.29
Trinidad and Tobago,1972,12.82,2.75
Trinidad and Tobago,1973,10.95,7.05
Trinidad and Tobago,1974,16.8,5.37
Trinidad and Tobago,1975,17.83,6.1
Trinidad and Tobago,1976,11.76,2.78
Trinidad and Tobago,1977,12.63,4
Trinidad and Tobago,1978,12.28,5.71
Trinidad and Tobago,1979,13.07,2.72
Trinidad and Tobago,1980,15.29,6.59
Trinidad and Tobago,1981,10.71,3.5
Trinidad and Tobago,1982,17.69,4.06
Trinidad and Tobago,1983,18.09,3.62
Trinidad and Tobago,1984,17.63,4.54
Trinidad and Tobago,1985,16.41,3.96
Trinidad and Tobago,1986,19.75,5.85
Trinidad and Tobago,1987,22.41,4.46
Trinidad and Tobago,1988,23.43,4.29
Trinidad and Tobago,1989,18.03,4.06
Trinidad and Tobago,1990,15.64,3.03
Trinidad and Tobago,1991,16.13,5.99
Trinidad and Tobago,1992,17.21,5.2
Trinidad and Tobago,1993,14.23,5.13
Trinidad and Tobago,1994,12.88,4.06
Trinidad and Tobago,1995,14.86,5.34
Trinidad and Tobago,1996,19.25,3.8
Trinidad and Tobago,1997,15.78,5.2
Trinidad and Tobago,1998,17.98,4.94
Trinidad and Tobago,1999,17.48,4.59
Trinidad and Tobago,2000,15.98,3.46
Trinidad and Tobago,2001,17.37,4.37
Trinidad and Tobago,2002,15.48,4.34
Trinidad and Tobago,2003,18.46,4.5
Trinidad and Tobago,2004,17.46,2.72
Trinidad and Tobago,2005,17.08,3.56
Trinidad and Tobago,2006,16.85,3.05
Trinidad and Tobago,2007,15.48,4.57
Trinidad and Tobago,2008,15.51,4.51
Trinidad and Tobago,2009,15.45,3.72
Trinidad and Tobago,2010,17.85,4.83
Trinidad and Tobago,2011,13.51,5.17
Trinidad and Tobago,2012,15.75,3.9
Turkey,2009,50.62,7.26
Turkey,2010,51.93,7.15
Turkey,2011,52.45,7.44
Turkey,2012,52.9,7.92
Turkey,2013,56.59,7.91
Turkey,2014,55.17,8.06
Turkey,2015,53.62,8.18
Turkey,2016,53.24,8.24
Turkey,2019,46.74,7.44
Turkmenistan,1981,24.26,6.18
Turkmenistan,1982,23.15,5.72
Turkmenistan,1985,25.64,5.93
Turkmenistan,1986,20.57,4.61
Turkmenistan,1987,24.5,5.31
Turkmenistan,1988,27.39,6
Turkmenistan,1989,20.15,4.19
Turkmenistan,1990,23.43,3.75
Turkmenistan,1991,20.4,3.81
Turkmenistan,1992,20.26,4.76
Turkmenistan,1993,21.37,5.55
Turkmenistan,1994,18.49,4.06
Turkmenistan,1995,16.67,4.02
Turkmenistan,1996,16.54,5.08
Turkmenistan,1997,16.87,3.66
Turkmenistan,1998,13.64,3.42
Turkmenistan,1999,13.27,2.53
Turkmenistan,2000,13.98,3.16
Turkmenistan,2001,13.38,4.59
Turkmenistan,2002,14.22,3.16
Turkmenistan,2003,9.75,2.25
Turkmenistan,2004,9.96,2.28
Turkmenistan,2005,10.54,2.6
Turkmenistan,2006,10.11,2.71
Turkmenistan,2007,10.71,2.81
Turkmenistan,2009,10.06,2.79
Turkmenistan,2010,11.92,3.5
Turkmenistan,2011,12.54,3.4
Turkmenistan,2012,9.51,2.65
Turkmenistan,2013,9.52,2.45
Turkmenistan,2014,12.59,3.33
Turkmenistan,2015,11.61,2.97
Ukraine,1981,52.63,7.15
Ukraine,1982,54.12,7.15
Ukraine,1985,58.85,7.15
Ukraine,1986,61.17,7.5
Ukraine,1987,63.94,7.67
Ukraine,1988,66.63,7.95
Ukraine,1989,68.41,8.07
Ukraine,1990,68.57,8.15
Ukraine,1991,68.29,8.18
Ukraine,1992,67.59,7.6
Ukraine,1993,65.82,7.45
Ukraine,1994,64.31,7.18
Ukraine,1995,62.37,7.15
Ukraine,1996,58.36,6.57
Ukraine,1997,56.89,6.55
Ukraine,1998,56.54,6.46
Ukraine,1999,55.15,6.47
Ukraine,2000,55.07,6.32
Ukraine,2001,52.36,5.89
Ukraine,2002,51.12,5.56
Ukraine,2003,48.94,5.36
Ukraine,2004,47.88,5.58
Ukraine,2005,46.69,5.28
Ukraine,2006,46.11,5.23
Ukraine,2007,44.55,4.96
Ukraine,2008,42.9,5.04
Ukraine,2009,42.22,5.12
Ukraine,2010,41.85,5.02
Ukraine,2011,42.2,5.04
Ukraine,2012,43.62,5.44
Ukraine,2014,39.88,5.16
Ukraine,2015,37.09,4.74
Ukraine,2017,35.09,4.84
Ukraine,2018,34.16,4.79
Ukraine,2019,34.25,5.05
United Kingdom,1950,40.79,6.63
United Kingdom,1951,44.14,6.72
United Kingdom,1952,47.08,6.98
United Kingdom,1953,50.49,7.11
United Kingdom,1954,53.96,7.28
United Kingdom,1955,56.3,7.42
United Kingdom,1956,59.04,7.78
United Kingdom,1957,61.34,7.89
United Kingdom,1958,63.18,8.22
United Kingdom,1959,66.59,8.53
United Kingdom,1960,68.39,8.84
United Kingdom,1961,69.69,9.35
United Kingdom,1962,71.73,9.69
United Kingdom,1963,73.4,10.08
United Kingdom,1964,74.85,10.66
United Kingdom,1965,76.44,11.28
United Kingdom,1966,77.63,11.71
United Kingdom,1967,79.78,12.35
United Kingdom,1968,80.45,12.88
United Kingdom,1969,82.37,13.16
United Kingdom,1970,82.53,13.75
United Kingdom,1971,81.68,14.27
United Kingdom,1972,82.9,14.92
United Kingdom,1973,83.67,15.31
United Kingdom,1974,84.4,16.41
United Kingdom,1975,82.58,16.55
United Kingdom,1976,83.48,16.98
United Kingdom,1977,82.65,17.71
United Kingdom,1978,83.09,18.4
United Kingdom,1979,83.16,19.08
United Kingdom,1980,81.75,19.64
United Kingdom,1981,78.37,19.58
United Kingdom,1982,77.24,20.74
United Kingdom,1983,78.21,20.7
United Kingdom,1984,76.61,22.08
United Kingdom,1985,75.91,21.97
United Kingdom,1986,72.98,22.25
United Kingdom,1987,71.01,22.75
United Kingdom,1988,70.02,23.52
United Kingdom,1989,67.5,23.42
United Kingdom,1990,66.12,23.31
United Kingdom,1991,64.87,23.41
United Kingdom,1992,62.62,23.45
United Kingdom,1993,59.76,23.26
United Kingdom,1994,57.83,23.36
United Kingdom,1995,55.39,23.3
United Kingdom,1996,53.02,23.3
United Kingdom,1997,50.65,22.66
United Kingdom,1998,49.76,23.1
United Kingdom,1999,47.39,22.92
United Kingdom,2000,45.87,22.78
United Kingdom,2001,44.81,22.49
United Kingdom,2002,43.88,22.69
United Kingdom,2003,41.95,22.66
United Kingdom,2004,40.8,22.66
United Kingdom,2005,40.14,23
United Kingdom,2006,39.77,23.89
United Kingdom,2007,39.03,23.82
United Kingdom,2008,38.58,24.37
United Kingdom,2009,37.54,23.7
United Kingdom,2010,36.25,23.77
United Kingdom,2011,35.69,23.43
United Kingdom,2012,34.31,23.75
United Kingdom,2013,33.87,23.21
United Kingdom,2014,33.13,23.3
United Kingdom,2015,31.76,23.04
United Kingdom,2016,31.37,22.58
United Kingdom,2017,29.82,21.98
United Kingdom,2018,29.52,21.89
United Kingdom,2019,27.81,20.73
United States,1950,19.56,4.34
United States,1951,20.73,4.35
United States,1952,22.38,4.52
United States,1953,24.35,4.41
United States,1954,25.3,4.43
United States,1955,26.96,4.58
United States,1956,28.96,4.72
United States,1957,30.13,4.75
United States,1958,31.09,4.95
United States,1959,32.6,5.03
United States,1960,34.23,5.14
United States,1961,35.77,5.54
United States,1962,37.57,5.77
United States,1963,38.96,6.17
United States,1964,40.5,6.36
United States,1965,42.14,6.87
United States,1966,44.07,7.36
United States,1967,45.84,7.85
United States,1968,48.85,8.98
United States,1969,49.91,9.56
United States,1970,51.66,10.23
United States,1971,52.79,10.99
United States,1972,54.72,11.83
United States,1973,55.52,12.24
United States,1974,57.04,13.17
United States,1975,57.34,13.81
United States,1976,58.64,14.85
United States,1977,59.9,15.68
United States,1978,61.03,16.76
United States,1979,61.45,17.43
United States,1980,62.63,18.77
United States,1981,62.77,19.41
United States,1982,63.69,20.57
United States,1983,63.82,21.78
United States,1984,63.98,22.33
United States,1985,63.97,23.42
United States,1986,63.87,24
United States,1987,64.44,24.91
United States,1988,63.99,25.87
United States,1989,63.61,26.93
United States,1990,65.62,27.9
United States,1991,64.61,28.22
United States,1992,63.17,28.96
United States,1993,62.83,29.27
United States,1994,61.32,29.45
United States,1995,60.12,29.82
United States,1996,58.94,29.88
United States,1997,57.6,30.04
United States,1998,56.37,30.07
United States,1999,54.19,29.33
United States,2000,53.67,29.66
United States,2001,52.41,29.36
United States,2002,51.08,29.63
United States,2003,49.9,29.36
United States,2004,48.74,29.04
United States,2005,47.88,28.69
United States,2006,46.42,28.33
United States,2007,44.79,28.11
United States,2008,43.59,27.65
United States,2009,42.04,27.2
United States,2010,40.85,26.54
United States,2011,39.27,25.81
United States,2012,38.15,25.49
United States,2013,36.62,24.83
United States,2014,35.31,24.29
United States,2015,33.78,23.37
United States,2016,31.65,22.13
United States,2017,29.95,21.3
United States,2018,28.19,20.37
United States,2019,26.93,19.44
United States,2020,25.55,18.56
Uruguay,1955,29.86,4.7
Uruguay,1956,38.74,3.5
Uruguay,1957,37.37,3.88
Uruguay,1958,35.15,4.59
Uruguay,1959,40.27,3.88
Uruguay,1960,41.74,4.72
Uruguay,1963,42.25,5.3
Uruguay,1964,46.48,4.28
Uruguay,1965,46.6,4.35
Uruguay,1966,48.91,4.04
Uruguay,1967,51.26,4.84
Uruguay,1968,48.58,3.9
Uruguay,1969,48.66,4.46
Uruguay,1970,50.18,5.06
Uruguay,1971,51.76,4.29
Uruguay,1972,49.09,4.65
Uruguay,1973,47.88,4.28
Uruguay,1974,50.36,4.19
Uruguay,1975,53.2,4.26
Uruguay,1976,52.25,4.57
Uruguay,1977,53.22,4.72
Uruguay,1978,56.21,4.79
Uruguay,1980,53.98,3.88
Uruguay,1981,57.97,4.85
Uruguay,1982,59.9,4.62
Uruguay,1983,60.9,5.29
Uruguay,1984,60.34,4.72
Uruguay,1985,60.14,4.43
Uruguay,1986,61.83,4.79
Uruguay,1987,62.97,5.11
Uruguay,1988,63.59,5.12
Uruguay,1989,59.1,5.86
Uruguay,1990,63.72,4.76
Uruguay,1993,57.65,5.88
Uruguay,1994,55.48,5.59
Uruguay,1995,62.86,5.84
Uruguay,1996,55.16,5.48
Uruguay,1997,56.02,7.06
Uruguay,1998,54.71,6.4
Uruguay,1999,52.01,5.74
Uruguay,2000,53.5,6.29
Uruguay,2001,53.37,6.71
Uruguay,2002,53.55,6.64
Uruguay,2003,53.1,7.78
Uruguay,2004,47.63,7.78
Uruguay,2005,50.32,7.23
Uruguay,2006,49.71,7.04
Uruguay,2007,48.46,8.42
Uruguay,2008,48.26,10.34
Uruguay,2009,49.11,8.43
Uruguay,2010,48.13,9.89
Uruguay,2012,43.52,9.89
Uruguay,2013,44.46,10.65
Uruguay,2014,46.35,11.38
Uruguay,2015,44.11,12.21
Uruguay,2016,42.69,13.16
Uruguay,2017,41.9,11.41
Uruguay,2018,42.78,12.7
Uruguay,2019,42.69,14.24
Uzbekistan,1981,19.45,5.03
Uzbekistan,1982,21.2,5.31
Uzbekistan,1985,21.28,5.43
Uzbekistan,1986,24.62,5.52
Uzbekistan,1987,26.64,6.59
Uzbekistan,1988,22.85,6
Uzbekistan,1989,24.04,5.34
Uzbekistan,1990,21.99,6.04
Uzbekistan,1991,21.95,5.45
Uzbekistan,1992,20.5,5.2
Uzbekistan,1993,18.93,5.3
Uzbekistan,1994,16.19,4.53
Uzbekistan,1995,16.88,4.34
Uzbekistan,1996,15.45,4.13
Uzbekistan,1997,15.01,4.11
Uzbekistan,1998,13.59,4.26
Uzbekistan,1999,12.62,3.63
Uzbekistan,2000,12.12,3.72
Uzbekistan,2001,11.46,3.3
Uzbekistan,2002,12.22,3.49
Uzbekistan,2003,11.2,3.57
Uzbekistan,2004,10.18,2.65
Uzbekistan,2005,10.96,3.4
Uzbekistan,2009,9.08,2.65
Uzbekistan,2010,8.81,2.81
Uzbekistan,2011,10.54,2.67
Uzbekistan,2012,9.18,3.47
Uzbekistan,2013,10.17,3.28
Uzbekistan,2014,9.68,3.02
Uzbekistan,2015,10.1,2.94
Uzbekistan,2016,9.51,3.47
Uzbekistan,2017,10.2,3.49
Uzbekistan,2018,9.18,3.19
Uzbekistan,2019,9.79,3.06
Venezuela,1955,9.86,3.77
Venezuela,1956,11.26,4.99
Venezuela,1957,9.54,5.57
Venezuela,1958,11.01,5.4
Venezuela,1959,11.25,5.16
Venezuela,1960,10.13,5.52
Venezuela,1961,11.4,5.61
Venezuela,1962,13.13,5.14
Venezuela,1963,12.24,5.96
Venezuela,1964,14.49,6.41
Venezuela,1965,15.45,7.27
Venezuela,1966,15.99,6.81
Venezuela,1967,14.61,5.99
Venezuela,1968,15.74,8
Venezuela,1969,15.37,6.89
Venezuela,1970,17.98,6.9
Venezuela,1971,17.1,6.7
Venezuela,1972,17.8,7.59
Venezuela,1973,14.25,7.74
Venezuela,1974,17.23,7.96
Venezuela,1975,19.02,8.32
Venezuela,1976,18.18,9.46
Venezuela,1977,20.03,7.9
Venezuela,1978,18.18,7.38
Venezuela,1979,17.35,7.76
Venezuela,1980,16.82,8.02
Venezuela,1981,17.31,7.99
Venezuela,1982,17.32,7.72
Venezuela,1983,19.42,8.19
Venezuela,1985,17.6,7.94
Venezuela,1986,17.29,7.35
Venezuela,1987,19.91,8.79
Venezuela,1988,19.51,8.75
Venezuela,1989,17.87,8.84
Venezuela,1990,21.68,10.44
Venezuela,1992,22.03,10.11
Venezuela,1993,20.6,9.92
Venezuela,1994,22.25,10.63
Venezuela,1996,19.62,9.47
Venezuela,1997,20.9,9.9
Venezuela,1998,19.97,9.66
Venezuela,1999,20.34,10.11
Venezuela,2000,19.27,10.09
Venezuela,2001,20.2,10.46
Venezuela,2002,19.6,10.44
Venezuela,2003,20.47,10.51
Venezuela,2004,20.82,10.69
Venezuela,2005,20.36,10.77
Venezuela,2006,20.75,10.13
Venezuela,2007,20.85,11.28
Venezuela,2008,20.33,11.66
Venezuela,2009,20.79,10.84
Venezuela,2010,21.45,10.61
Venezuela,2011,20,10.79
Venezuela,2012,19.65,11.13
Venezuela,2013,18.64,11.08
Venezuela,2014,19.58,11.09
Venezuela,2015,18.15,11.25
Venezuela,2016,17.47,10.5
